title_current,config,pct,ska_gap,risk_score,risk_tier
Environmental Engineering Technologists and Technicians,human_conversation,31.26,-2.76,4,moderate
Environmental Engineers,human_conversation,37.18,-5.03,3,moderate
Environmental Restoration Planners,human_conversation,28.49,-4.13,1,low
"Environmental Science Teachers, Postsecondary",human_conversation,64.42,-4.81,4,moderate
"Environmental Science and Protection Technicians, Including Health",human_conversation,29.56,-2.23,4,moderate
"Environmental Scientists and Specialists, Including Health",human_conversation,43.34,-3.44,4,moderate
Epidemiologists,human_conversation,29.35,-6.07,3,moderate
Equal Opportunity Representatives and Officers,human_conversation,31.42,-4.68,4,moderate
Etchers and Engravers,human_conversation,17.43,-1.41,2,low
"Excavating and Loading Machine and Dragline Operators, Surface Mining",human_conversation,11.21,-3.32,2,low
Executive Secretaries and Executive Administrative Assistants,human_conversation,58.29,-2.88,6,high
Exercise Physiologists,human_conversation,34.42,-3.56,4,moderate
Exercise Trainers and Group Fitness Instructors,human_conversation,34.33,-2.16,5,high
"Explosives Workers, Ordnance Handling Experts, and Blasters",human_conversation,5.05,-3.28,2,low
"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",human_conversation,20.75,-2.02,3,moderate
"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",human_conversation,12.03,-1.12,3,moderate
"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",human_conversation,18.58,-2.16,3,moderate
Fabric and Apparel Patternmakers,human_conversation,23.62,-1.85,4,moderate
Facilities Managers,human_conversation,7.55,-2.69,4,moderate
Fallers,human_conversation,15.08,-3.46,1,low
Family Medicine Physicians,human_conversation,21.06,-6.20,2,low
"Family and Consumer Sciences Teachers, Postsecondary",human_conversation,31.46,-3.44,3,moderate
Farm Equipment Mechanics and Service Technicians,human_conversation,18.20,-3.73,2,low
Farm Labor Contractors,human_conversation,19.80,-0.81,3,moderate
Farm and Home Management Educators,human_conversation,36.57,-4.63,3,moderate
"Farmers, Ranchers, and Other Agricultural Managers",human_conversation,12.11,-3.37,1,low
"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",human_conversation,5.69,-2.59,2,low
"Farmworkers, Farm, Ranch, and Aquacultural Animals",human_conversation,26.78,-0.75,3,moderate
Fashion Designers,human_conversation,54.52,-2.12,7,high
Fast Food and Counter Workers,human_conversation,29.37,1.59,4,moderate
Fence Erectors,human_conversation,8.90,-1.22,3,moderate
Fiberglass Laminators and Fabricators,human_conversation,10.34,-1.02,3,moderate
File Clerks,human_conversation,48.59,-1.13,4,moderate
Film and Video Editors,human_conversation,54.78,-2.42,6,high
Financial Examiners,human_conversation,18.28,-4.44,3,moderate
Financial Managers,human_conversation,25.11,-4.76,2,low
Financial Quantitative Analysts,human_conversation,65.29,-5.38,4,moderate
Financial Risk Specialists,human_conversation,33.64,,2,low
Financial and Investment Analysts,human_conversation,50.47,,2,low
"Fine Artists, Including Painters, Sculptors, and Illustrators",human_conversation,56.57,-1.45,7,high
Fire Inspectors and Investigators,human_conversation,21.51,-3.95,3,moderate
Fire-Prevention and Protection Engineers,human_conversation,33.79,-5.57,2,low
Firefighters,human_conversation,13.47,-4.35,2,low
First-Line Supervisors of Construction Trades and Extraction Workers,human_conversation,31.61,-2.42,5,high
First-Line Supervisors of Correctional Officers,human_conversation,21.42,-3.95,1,low
"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",human_conversation,25.44,,2,low
"First-Line Supervisors of Farming, Fishing, and Forestry Workers",human_conversation,7.87,-1.90,4,moderate
First-Line Supervisors of Firefighting and Prevention Workers,human_conversation,3.73,-4.06,2,low
First-Line Supervisors of Food Preparation and Serving Workers,human_conversation,34.28,-1.03,7,high
First-Line Supervisors of Gambling Services Workers,human_conversation,37.61,-2.13,5,high
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",human_conversation,29.79,-1.19,5,high
First-Line Supervisors of Housekeeping and Janitorial Workers,human_conversation,34.55,-1.05,6,high
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",human_conversation,21.63,-2.27,3,moderate
First-Line Supervisors of Material-Moving Machine and Vehicle Operators,human_conversation,21.06,-3.60,4,moderate
"First-Line Supervisors of Mechanics, Installers, and Repairers",human_conversation,47.44,-3.37,4,moderate
First-Line Supervisors of Non-Retail Sales Workers,human_conversation,46.04,-2.86,5,high
First-Line Supervisors of Office and Administrative Support Workers,human_conversation,54.62,-3.32,5,high
First-Line Supervisors of Passenger Attendants,human_conversation,23.83,,2,low
First-Line Supervisors of Personal Service Workers,human_conversation,25.33,-3.26,3,moderate
First-Line Supervisors of Police and Detectives,human_conversation,18.41,-4.89,4,moderate
First-Line Supervisors of Production and Operating Workers,human_conversation,32.25,-2.33,4,moderate
First-Line Supervisors of Retail Sales Workers,human_conversation,56.92,-1.82,7,high
First-Line Supervisors of Security Workers,human_conversation,21.55,-4.69,2,low
Fish and Game Wardens,human_conversation,37.81,-3.35,2,low
Fishing and Hunting Workers,human_conversation,5.81,-0.62,2,low
Fitness and Wellness Coordinators,human_conversation,29.60,-2.97,2,low
Flight Attendants,human_conversation,36.73,-2.68,5,high
"Floor Layers, Except Carpet, Wood, and Hard Tiles",human_conversation,9.90,-0.97,3,moderate
Floor Sanders and Finishers,human_conversation,0.00,-2.81,3,moderate
Floral Designers,human_conversation,33.92,-0.73,3,moderate
Food Batchmakers,human_conversation,25.16,-1.30,4,moderate
Food Cooking Machine Operators and Tenders,human_conversation,18.90,-1.63,2,low
Food Preparation Workers,human_conversation,35.77,1.85,5,high
Food Science Technicians,human_conversation,34.36,-1.45,6,high
Food Scientists and Technologists,human_conversation,37.30,-4.05,3,moderate
"Food Servers, Nonrestaurant",human_conversation,19.93,1.31,4,moderate
Food Service Managers,human_conversation,27.32,-1.97,6,high
"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",human_conversation,10.59,-1.03,2,low
"Foreign Language and Literature Teachers, Postsecondary",human_conversation,62.64,-4.18,4,moderate
Forensic Science Technicians,human_conversation,44.69,-3.19,4,moderate
Forest Fire Inspectors and Prevention Specialists,human_conversation,12.20,-2.63,5,high
Forest and Conservation Technicians,human_conversation,21.02,-1.34,5,high
Forest and Conservation Workers,human_conversation,11.78,-0.33,2,low
Foresters,human_conversation,12.88,-3.37,1,low
"Forestry and Conservation Science Teachers, Postsecondary",human_conversation,63.40,-5.05,4,moderate
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",human_conversation,20.06,-1.70,3,moderate
Foundry Mold and Coremakers,human_conversation,0.00,-1.31,3,moderate
"Fraud Examiners, Investigators and Analysts",human_conversation,45.21,-4.15,4,moderate
Freight Forwarders,human_conversation,40.53,-2.37,6,high
Fuel Cell Engineers,human_conversation,37.26,-5.13,2,low
Fundraisers,human_conversation,39.65,-3.59,5,high
Fundraising Managers,human_conversation,11.92,-3.82,2,low
Funeral Attendants,human_conversation,38.87,-0.79,6,high
Funeral Home Managers,human_conversation,19.66,-2.61,3,moderate
"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",human_conversation,23.19,-2.07,3,moderate
Furniture Finishers,human_conversation,16.17,-1.35,3,moderate
Gambling Cage Workers,human_conversation,31.39,0.01,5,high
Gambling Change Persons and Booth Cashiers,human_conversation,30.95,0.18,4,moderate
Gambling Dealers,human_conversation,47.20,-0.55,5,high
Gambling Managers,human_conversation,21.88,-3.60,3,moderate
Gambling Surveillance Officers and Gambling Investigators,human_conversation,37.15,-2.00,5,high
Gambling and Sports Book Writers and Runners,human_conversation,41.19,-0.50,5,high
Gas Compressor and Gas Pumping Station Operators,human_conversation,0.83,-2.36,3,moderate
Gas Plant Operators,human_conversation,19.07,-2.39,4,moderate
Gem and Diamond Workers,human_conversation,29.86,-1.16,3,moderate
General Internal Medicine Physicians,human_conversation,16.70,-5.85,2,low
General and Operations Managers,human_conversation,25.56,-3.66,3,moderate
Genetic Counselors,human_conversation,42.05,-4.63,3,moderate
Geneticists,human_conversation,34.40,-6.07,4,moderate
Geodetic Surveyors,human_conversation,19.01,-4.02,2,low
Geographers,human_conversation,67.38,-4.54,5,high
Geographic Information Systems Technologists and Technicians,human_conversation,47.21,-2.50,5,high
"Geography Teachers, Postsecondary",human_conversation,63.75,-4.73,5,high
"Geological Technicians, Except Hydrologic Technicians",human_conversation,14.98,-1.37,4,moderate
"Geoscientists, Except Hydrologists and Geographers",human_conversation,30.46,-4.31,4,moderate
Geothermal Production Managers,human_conversation,10.04,-4.05,1,low
Geothermal Technicians,human_conversation,33.35,-2.72,5,high
"Glass Blowers, Molders, Benders, and Finishers",human_conversation,14.67,-2.79,3,moderate
Glaziers,human_conversation,15.47,-1.44,3,moderate
Government Property Inspectors and Investigators,human_conversation,45.47,-4.01,4,moderate
"Graders and Sorters, Agricultural Products",human_conversation,10.06,0.43,2,low
Graphic Designers,human_conversation,74.28,-2.66,5,high
"Grinding and Polishing Workers, Hand",human_conversation,14.29,-3.13,2,low
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",human_conversation,22.17,-3.24,2,low
"Hairdressers, Hairstylists, and Cosmetologists",human_conversation,31.06,-1.62,6,high
Hazardous Materials Removal Workers,human_conversation,9.12,-2.30,4,moderate
Health Education Specialists,human_conversation,25.86,-3.43,3,moderate
Health Informatics Specialists,human_conversation,52.85,-3.98,3,moderate
Health Information Technologists and Medical Registrars,human_conversation,38.11,,3,moderate
"Health Specialties Teachers, Postsecondary",human_conversation,68.60,-4.54,4,moderate
"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",human_conversation,42.84,-3.25,2,low
Healthcare Social Workers,human_conversation,37.42,-5.68,4,moderate
Hearing Aid Specialists,human_conversation,14.11,-2.67,5,high
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",human_conversation,20.58,-3.11,1,low
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",human_conversation,27.05,-3.37,2,low
Heavy and Tractor-Trailer Truck Drivers,human_conversation,19.54,-2.78,4,moderate
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",human_conversation,14.28,-1.94,3,moderate
Helpers--Carpenters,human_conversation,6.10,-1.06,3,moderate
Helpers--Electricians,human_conversation,15.52,-1.99,3,moderate
Helpers--Extraction Workers,human_conversation,3.66,-2.89,2,low
"Helpers--Installation, Maintenance, and Repair Workers",human_conversation,18.07,-2.37,4,moderate
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",human_conversation,7.60,0.50,3,moderate
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",human_conversation,22.66,-2.75,3,moderate
Helpers--Production Workers,human_conversation,12.12,-1.49,3,moderate
Helpers--Roofers,human_conversation,2.34,-1.33,3,moderate
Highway Maintenance Workers,human_conversation,3.21,-1.93,3,moderate
Histology Technicians,human_conversation,4.99,-0.72,3,moderate
Historians,human_conversation,63.59,-3.74,5,high
"History Teachers, Postsecondary",human_conversation,68.80,-4.82,4,moderate
Histotechnologists,human_conversation,12.02,-1.24,1,low
Hoist and Winch Operators,human_conversation,8.77,-2.53,3,moderate
Home Appliance Repairers,human_conversation,27.39,-2.11,4,moderate
Home Health Aides,human_conversation,29.25,-0.16,5,high
Hospitalists,human_conversation,18.60,-6.21,2,low
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",human_conversation,45.62,0.20,5,high
"Hotel, Motel, and Resort Desk Clerks",human_conversation,42.83,-1.00,6,high
Human Factors Engineers and Ergonomists,human_conversation,44.10,-4.22,3,moderate
"Human Resources Assistants, Except Payroll and Timekeeping",human_conversation,56.21,-3.03,6,high
Human Resources Managers,human_conversation,46.62,-5.39,4,moderate
Human Resources Specialists,human_conversation,60.20,-3.31,4,moderate
Hydroelectric Plant Technicians,human_conversation,10.99,-3.84,1,low
Hydroelectric Production Managers,human_conversation,10.08,-3.86,1,low
Hydrologic Technicians,human_conversation,34.52,,3,moderate
Hydrologists,human_conversation,33.27,-5.05,5,high
Industrial Ecologists,human_conversation,22.85,-4.29,2,low
Industrial Engineering Technologists and Technicians,human_conversation,30.38,-2.98,3,moderate
Industrial Engineers,human_conversation,48.83,-4.03,3,moderate
Industrial Machinery Mechanics,human_conversation,30.03,-3.03,1,low
Industrial Production Managers,human_conversation,19.54,-4.08,1,low
Industrial Truck and Tractor Operators,human_conversation,5.43,-0.99,3,moderate
Industrial-Organizational Psychologists,human_conversation,48.73,-7.01,4,moderate
Information Security Analysts,human_conversation,55.47,-3.57,3,moderate
Information Security Engineers,human_conversation,35.06,-3.62,2,low
Information Technology Project Managers,human_conversation,46.10,-3.90,4,moderate
"Inspectors, Testers, Sorters, Samplers, and Weighers",human_conversation,20.41,-1.47,5,high
Instructional Coordinators,human_conversation,47.73,-4.16,4,moderate
"Insulation Workers, Floor, Ceiling, and Wall",human_conversation,13.62,-0.97,3,moderate
"Insulation Workers, Mechanical",human_conversation,28.47,-2.07,3,moderate
"Insurance Appraisers, Auto Damage",human_conversation,44.79,-2.27,5,high
Insurance Claims and Policy Processing Clerks,human_conversation,36.27,-1.31,6,high
Insurance Sales Agents,human_conversation,49.96,-1.95,5,high
Insurance Underwriters,human_conversation,40.74,-1.65,5,high
Intelligence Analysts,human_conversation,62.38,-4.05,3,moderate
Interior Designers,human_conversation,44.80,-3.95,5,high
Interpreters and Translators,human_conversation,84.04,-2.58,6,high
"Interviewers, Except Eligibility and Loan",human_conversation,59.68,-2.51,7,high
Investment Fund Managers,human_conversation,61.65,-4.39,4,moderate
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",human_conversation,11.34,0.77,3,moderate
Jewelers and Precious Stone and Metal Workers,human_conversation,19.34,-0.88,4,moderate
"Judges, Magistrate Judges, and Magistrates",human_conversation,23.86,-7.20,2,low
Judicial Law Clerks,human_conversation,62.97,-5.90,4,moderate
"Kindergarten Teachers, Except Special Education",human_conversation,52.68,-2.58,5,high
Labor Relations Specialists,human_conversation,17.63,-4.62,2,low
"Laborers and Freight, Stock, and Material Movers, Hand",human_conversation,5.97,-1.33,3,moderate
Landscape Architects,human_conversation,44.00,-4.19,3,moderate
Landscaping and Groundskeeping Workers,human_conversation,5.83,-1.48,3,moderate
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",human_conversation,28.63,-1.83,3,moderate
Laundry and Dry-Cleaning Workers,human_conversation,13.23,1.48,2,low
"Law Teachers, Postsecondary",human_conversation,61.74,-7.23,5,high
Lawyers,human_conversation,38.63,-6.57,4,moderate
"Layout Workers, Metal and Plastic",human_conversation,18.20,-1.21,3,moderate
Legal Secretaries and Administrative Assistants,human_conversation,33.57,-3.25,5,high
Legislators,human_conversation,45.88,,4,moderate
Librarians and Media Collections Specialists,human_conversation,40.40,-2.99,4,moderate
