title_current,config,pct,ska_gap,risk_score,risk_tier
"Refractory Materials Repairers, Except Brickmasons",agentic_confirmed,0.00,-4.13,1,low
Refuse and Recyclable Material Collectors,agentic_confirmed,15.96,-3.21,2,low
Registered Nurses,agentic_confirmed,29.72,-2.86,3,moderate
Regulatory Affairs Managers,agentic_confirmed,49.76,-2.34,4,moderate
Regulatory Affairs Specialists,agentic_confirmed,49.78,-2.23,4,moderate
Rehabilitation Counselors,agentic_confirmed,45.74,-2.10,5,high
Reinforcing Iron and Rebar Workers,agentic_confirmed,0.00,-1.90,2,low
Remote Sensing Scientists and Technologists,agentic_confirmed,62.55,-3.53,4,moderate
Remote Sensing Technicians,agentic_confirmed,57.55,-1.78,4,moderate
Reservation and Transportation Ticket Agents and Travel Clerks,agentic_confirmed,60.56,-0.67,6,high
Residential Advisors,agentic_confirmed,36.43,-0.72,6,high
Respiratory Therapists,agentic_confirmed,6.08,-2.01,2,low
Retail Loss Prevention Specialists,agentic_confirmed,49.42,-0.35,6,high
Retail Salespersons,agentic_confirmed,62.93,0.96,7,high
Riggers,agentic_confirmed,2.49,-0.87,3,moderate
Robotics Engineers,agentic_confirmed,56.19,-5.92,3,moderate
Robotics Technicians,agentic_confirmed,37.20,-3.62,4,moderate
"Rock Splitters, Quarry",agentic_confirmed,0.00,-3.32,2,low
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",agentic_confirmed,18.40,-2.23,1,low
"Roof Bolters, Mining",agentic_confirmed,3.97,-2.90,1,low
Roofers,agentic_confirmed,5.61,-1.08,3,moderate
"Rotary Drill Operators, Oil and Gas",agentic_confirmed,8.65,-1.47,3,moderate
"Roustabouts, Oil and Gas",agentic_confirmed,1.09,-1.68,3,moderate
Sailors and Marine Oilers,agentic_confirmed,7.59,-2.02,2,low
Sales Engineers,agentic_confirmed,68.45,-4.12,4,moderate
Sales Managers,agentic_confirmed,55.02,-2.73,4,moderate
"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",agentic_confirmed,52.69,,2,low
"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",agentic_confirmed,79.02,-1.88,4,moderate
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",agentic_confirmed,70.33,-1.42,5,high
"Sawing Machine Setters, Operators, and Tenders, Wood",agentic_confirmed,15.36,-2.26,2,low
School Bus Monitors,agentic_confirmed,11.85,,1,low
School Psychologists,agentic_confirmed,37.96,-4.57,4,moderate
Search Marketing Strategists,agentic_confirmed,89.28,-2.18,4,moderate
"Secondary School Teachers, Except Special and Career/Technical Education",agentic_confirmed,49.44,-2.21,4,moderate
"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",agentic_confirmed,88.98,-1.46,7,high
"Securities, Commodities, and Financial Services Sales Agents",agentic_confirmed,64.71,-0.74,4,moderate
Security Guards,agentic_confirmed,50.92,-0.94,6,high
Security Management Specialists,agentic_confirmed,44.46,-3.16,4,moderate
Security Managers,agentic_confirmed,53.43,-4.20,4,moderate
Security and Fire Alarm Systems Installers,agentic_confirmed,20.10,-0.81,4,moderate
Segmental Pavers,agentic_confirmed,3.23,-1.77,2,low
Self-Enrichment Teachers,agentic_confirmed,21.73,-0.27,4,moderate
Semiconductor Processing Technicians,agentic_confirmed,22.16,-0.34,3,moderate
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",agentic_confirmed,19.35,-1.45,4,moderate
Septic Tank Servicers and Sewer Pipe Cleaners,agentic_confirmed,8.96,-1.82,2,low
"Service Unit Operators, Oil and Gas",agentic_confirmed,7.87,-1.47,3,moderate
Set and Exhibit Designers,agentic_confirmed,25.43,-2.04,3,moderate
"Sewers, Hand",agentic_confirmed,0.36,-0.46,2,low
Sewing Machine Operators,agentic_confirmed,10.69,-0.64,3,moderate
Shampooers,agentic_confirmed,17.72,2.13,4,moderate
Sheet Metal Workers,agentic_confirmed,22.38,-0.08,4,moderate
Ship Engineers,agentic_confirmed,16.55,-2.45,2,low
"Shipping, Receiving, and Inventory Clerks",agentic_confirmed,40.58,2.46,6,high
Shoe Machine Operators and Tenders,agentic_confirmed,2.99,-0.52,2,low
Shoe and Leather Workers and Repairers,agentic_confirmed,1.84,0.76,2,low
Shuttle Drivers and Chauffeurs,agentic_confirmed,16.72,-1.18,3,moderate
Signal and Track Switch Repairers,agentic_confirmed,15.65,-2.65,3,moderate
Skincare Specialists,agentic_confirmed,36.40,0.69,6,high
Slaughterers and Meat Packers,agentic_confirmed,0.00,-1.63,2,low
Social Science Research Assistants,agentic_confirmed,64.75,-0.20,6,high
"Social Work Teachers, Postsecondary",agentic_confirmed,64.34,-5.27,3,moderate
Social and Community Service Managers,agentic_confirmed,33.50,-3.74,3,moderate
Social and Human Service Assistants,agentic_confirmed,19.42,-1.82,2,low
Sociologists,agentic_confirmed,56.27,-3.97,5,high
"Sociology Teachers, Postsecondary",agentic_confirmed,62.30,-4.33,5,high
Software Developers,agentic_confirmed,60.87,-2.13,2,low
Software Quality Assurance Analysts and Testers,agentic_confirmed,72.27,-1.44,3,moderate
Soil and Plant Scientists,agentic_confirmed,25.10,-3.29,4,moderate
Solar Energy Installation Managers,agentic_confirmed,21.51,-1.69,4,moderate
Solar Energy Systems Engineers,agentic_confirmed,34.26,-2.77,3,moderate
Solar Photovoltaic Installers,agentic_confirmed,25.18,-2.47,3,moderate
Solar Sales Representatives and Assessors,agentic_confirmed,69.61,-0.47,5,high
Solar Thermal Installers and Technicians,agentic_confirmed,8.33,-2.89,1,low
Sound Engineering Technicians,agentic_confirmed,66.18,-1.33,6,high
Spa Managers,agentic_confirmed,77.93,-1.83,5,high
"Special Education Teachers, Elementary School",agentic_confirmed,12.05,-2.84,1,low
"Special Education Teachers, Kindergarten",agentic_confirmed,18.74,,0,low
"Special Education Teachers, Middle School",agentic_confirmed,36.11,-3.04,4,moderate
"Special Education Teachers, Preschool",agentic_confirmed,22.38,-1.45,4,moderate
"Special Education Teachers, Secondary School",agentic_confirmed,33.55,-2.76,3,moderate
Special Effects Artists and Animators,agentic_confirmed,55.79,-0.92,5,high
Speech-Language Pathologists,agentic_confirmed,12.08,-4.91,2,low
Speech-Language Pathology Assistants,agentic_confirmed,14.82,-1.71,4,moderate
Sports Medicine Physicians,agentic_confirmed,14.19,-5.28,3,moderate
Stationary Engineers and Boiler Operators,agentic_confirmed,21.66,-1.10,3,moderate
Statistical Assistants,agentic_confirmed,83.50,-1.36,6,high
Statisticians,agentic_confirmed,81.90,-5.26,4,moderate
Stockers and Order Fillers,agentic_confirmed,37.39,2.49,5,high
"Stone Cutters and Carvers, Manufacturing",agentic_confirmed,8.96,1.20,3,moderate
Stonemasons,agentic_confirmed,0.26,-0.97,3,moderate
Structural Iron and Steel Workers,agentic_confirmed,12.69,-3.42,3,moderate
Structural Metal Fabricators and Fitters,agentic_confirmed,1.38,1.29,3,moderate
Substance Abuse and Behavioral Disorder Counselors,agentic_confirmed,25.36,-3.61,3,moderate
"Substitute Teachers, Short-Term",agentic_confirmed,29.72,0.53,5,high
Subway and Streetcar Operators,agentic_confirmed,30.40,-2.00,3,moderate
Supply Chain Managers,agentic_confirmed,38.48,-3.06,3,moderate
Surgical Assistants,agentic_confirmed,5.16,-2.27,3,moderate
Surgical Technologists,agentic_confirmed,5.89,-0.84,3,moderate
Survey Researchers,agentic_confirmed,56.29,-3.09,5,high
Surveying and Mapping Technicians,agentic_confirmed,39.11,0.10,7,high
Surveyors,agentic_confirmed,49.85,-2.45,3,moderate
Sustainability Specialists,agentic_confirmed,30.49,-1.18,5,high
"Switchboard Operators, Including Answering Service",agentic_confirmed,75.81,0.87,6,high
"Tailors, Dressmakers, and Custom Sewers",agentic_confirmed,7.32,0.32,2,low
Talent Directors,agentic_confirmed,25.45,-0.92,4,moderate
"Tank Car, Truck, and Ship Loaders",agentic_confirmed,18.54,-0.60,4,moderate
Tapers,agentic_confirmed,0.00,-5.64,1,low
"Tax Examiners and Collectors, and Revenue Agents",agentic_confirmed,41.87,-1.84,4,moderate
Tax Preparers,agentic_confirmed,67.33,-0.38,6,high
Taxi Drivers,agentic_confirmed,11.71,,2,low
"Teaching Assistants, Postsecondary",agentic_confirmed,29.94,-1.34,5,high
"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",agentic_confirmed,22.77,-0.24,6,high
"Teaching Assistants, Special Education",agentic_confirmed,20.07,0.64,5,high
Team Assemblers,agentic_confirmed,13.78,0.30,3,moderate
Technical Writers,agentic_confirmed,75.83,-2.26,4,moderate
Telecommunications Engineering Specialists,agentic_confirmed,72.14,-1.20,5,high
"Telecommunications Equipment Installers and Repairers, Except Line Installers",agentic_confirmed,23.70,-2.14,2,low
Telecommunications Line Installers and Repairers,agentic_confirmed,21.37,-1.00,4,moderate
Telemarketers,agentic_confirmed,97.66,0.39,5,high
Telephone Operators,agentic_confirmed,64.93,0.65,6,high
Tellers,agentic_confirmed,65.33,1.20,6,high
Terrazzo Workers and Finishers,agentic_confirmed,3.08,-1.55,2,low
Textile Bleaching and Dyeing Machine Operators and Tenders,agentic_confirmed,19.47,-1.94,1,low
"Textile Cutting Machine Setters, Operators, and Tenders",agentic_confirmed,17.31,-1.58,2,low
"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",agentic_confirmed,12.20,-0.97,2,low
"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",agentic_confirmed,15.41,-2.07,1,low
Tile and Stone Setters,agentic_confirmed,2.68,0.30,2,low
Timing Device Assemblers and Adjusters,agentic_confirmed,6.22,-2.72,2,low
Tire Builders,agentic_confirmed,0.00,-2.41,2,low
Tire Repairers and Changers,agentic_confirmed,1.09,1.06,3,moderate
"Title Examiners, Abstractors, and Searchers",agentic_confirmed,66.63,0.69,7,high
"Tool Grinders, Filers, and Sharpeners",agentic_confirmed,15.95,-2.75,2,low
Tool and Die Makers,agentic_confirmed,9.34,-1.70,4,moderate
Tour Guides and Escorts,agentic_confirmed,30.64,0.48,6,high
Traffic Technicians,agentic_confirmed,39.27,-0.19,6,high
Training and Development Managers,agentic_confirmed,81.55,-4.22,4,moderate
Training and Development Specialists,agentic_confirmed,34.55,-3.52,4,moderate
Transit and Railroad Police,agentic_confirmed,10.49,-1.94,1,low
Transportation Engineers,agentic_confirmed,38.24,-4.44,2,low
Transportation Inspectors,agentic_confirmed,15.01,-0.97,2,low
Transportation Planners,agentic_confirmed,44.00,-2.91,4,moderate
Transportation Security Screeners,agentic_confirmed,25.15,-0.71,4,moderate
"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",agentic_confirmed,10.47,-1.17,3,moderate
"Transportation, Storage, and Distribution Managers",agentic_confirmed,24.44,-2.05,2,low
Travel Agents,agentic_confirmed,80.94,0.11,7,high
Travel Guides,agentic_confirmed,48.52,0.39,6,high
Treasurers and Controllers,agentic_confirmed,54.48,-5.21,4,moderate
Tree Trimmers and Pruners,agentic_confirmed,0.87,-2.10,2,low
Tutors,agentic_confirmed,55.43,-1.80,6,high
"Umpires, Referees, and Other Sports Officials",agentic_confirmed,21.98,1.08,4,moderate
Upholsterers,agentic_confirmed,6.65,0.19,3,moderate
Urban and Regional Planners,agentic_confirmed,24.35,-3.14,2,low
Urologists,agentic_confirmed,24.64,-4.52,4,moderate
"Ushers, Lobby Attendants, and Ticket Takers",agentic_confirmed,35.87,2.01,6,high
Validation Engineers,agentic_confirmed,36.12,-2.65,2,low
Veterinarians,agentic_confirmed,14.39,-3.71,1,low
Veterinary Assistants and Laboratory Animal Caretakers,agentic_confirmed,25.40,0.27,3,moderate
Veterinary Technologists and Technicians,agentic_confirmed,19.93,-1.66,4,moderate
Video Game Designers,agentic_confirmed,57.15,-2.16,3,moderate
Waiters and Waitresses,agentic_confirmed,26.03,1.70,4,moderate
Watch and Clock Repairers,agentic_confirmed,4.33,-1.89,2,low
Water Resource Specialists,agentic_confirmed,19.74,-3.20,1,low
Water and Wastewater Treatment Plant and System Operators,agentic_confirmed,16.84,-1.03,3,moderate
Water/Wastewater Engineers,agentic_confirmed,30.11,-3.81,3,moderate
Weatherization Installers and Technicians,agentic_confirmed,18.08,-0.61,3,moderate
Web Administrators,agentic_confirmed,79.43,-0.93,5,high
Web Developers,agentic_confirmed,89.62,-0.92,5,high
Web and Digital Interface Designers,agentic_confirmed,74.65,,2,low
"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",agentic_confirmed,39.42,1.60,5,high
"Welders, Cutters, Solderers, and Brazers",agentic_confirmed,3.16,-1.69,3,moderate
"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",agentic_confirmed,14.02,-0.78,3,moderate
Wellhead Pumpers,agentic_confirmed,32.89,-2.39,4,moderate
"Wholesale and Retail Buyers, Except Farm Products",agentic_confirmed,62.64,-0.29,6,high
Wind Energy Development Managers,agentic_confirmed,17.45,-1.99,0,low
Wind Energy Engineers,agentic_confirmed,17.12,-3.15,1,low
Wind Energy Operations Managers,agentic_confirmed,32.63,-2.31,3,moderate
Wind Turbine Service Technicians,agentic_confirmed,15.50,-2.57,2,low
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",agentic_confirmed,8.22,-3.07,3,moderate
Word Processors and Typists,agentic_confirmed,88.20,-0.39,5,high
Writers and Authors,agentic_confirmed,48.80,-2.60,5,high
Zoologists and Wildlife Biologists,agentic_confirmed,17.47,-2.19,2,low
Accountants and Auditors,all_confirmed,28.09,-1.67,2,low
Actors,all_confirmed,79.37,-1.00,5,high
Actuaries,all_confirmed,45.67,-4.16,4,moderate
Acupuncturists,all_confirmed,21.71,-0.66,3,moderate
Acute Care Nurses,all_confirmed,32.08,-2.71,3,moderate
Adapted Physical Education Specialists,all_confirmed,33.82,-1.42,3,moderate
Adhesive Bonding Machine Operators and Tenders,all_confirmed,21.57,-1.85,2,low
"Administrative Law Judges, Adjudicators, and Hearing Officers",all_confirmed,40.53,-3.58,3,moderate
Administrative Services Managers,all_confirmed,21.21,-1.41,3,moderate
"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",all_confirmed,24.89,-1.14,2,low
Advanced Practice Psychiatric Nurses,all_confirmed,47.35,-3.59,4,moderate
Advertising Sales Agents,all_confirmed,83.62,-1.48,5,high
Advertising and Promotions Managers,all_confirmed,53.17,-2.45,5,high
Aerospace Engineering and Operations Technologists and Technicians,all_confirmed,36.82,-1.66,4,moderate
Aerospace Engineers,all_confirmed,27.46,-4.23,1,low
"Agents and Business Managers of Artists, Performers, and Athletes",all_confirmed,53.06,-1.34,5,high
Agricultural Engineers,all_confirmed,38.39,-3.52,3,moderate
Agricultural Equipment Operators,all_confirmed,16.24,0.19,2,low
Agricultural Inspectors,all_confirmed,28.01,-0.42,3,moderate
"Agricultural Sciences Teachers, Postsecondary",all_confirmed,75.45,-2.75,4,moderate
Agricultural Technicians,all_confirmed,26.56,0.31,3,moderate
Air Traffic Controllers,all_confirmed,31.15,-3.42,3,moderate
Aircraft Cargo Handling Supervisors,all_confirmed,20.85,-1.20,2,low
Aircraft Mechanics and Service Technicians,all_confirmed,14.03,-3.29,2,low
Aircraft Service Attendants,all_confirmed,14.25,,2,low
"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",all_confirmed,13.39,0.77,3,moderate
Airfield Operations Specialists,all_confirmed,29.10,-0.93,4,moderate
"Airline Pilots, Copilots, and Flight Engineers",all_confirmed,14.89,-4.26,2,low
Allergists and Immunologists,all_confirmed,30.31,-2.85,4,moderate
"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",all_confirmed,0.54,0.49,3,moderate
Amusement and Recreation Attendants,all_confirmed,40.93,2.12,5,high
Anesthesiologist Assistants,all_confirmed,10.49,-0.96,2,low
Anesthesiologists,all_confirmed,5.78,-3.22,0,low
Animal Breeders,all_confirmed,47.23,1.00,3,moderate
Animal Caretakers,all_confirmed,39.56,2.13,5,high
Animal Control Workers,all_confirmed,47.12,0.42,5,high
Animal Scientists,all_confirmed,38.75,-2.78,4,moderate
Animal Trainers,all_confirmed,14.76,1.37,4,moderate
Anthropologists and Archeologists,all_confirmed,33.15,-3.07,4,moderate
"Anthropology and Archeology Teachers, Postsecondary",all_confirmed,70.86,-4.25,5,high
Appraisers and Assessors of Real Estate,all_confirmed,26.63,0.52,3,moderate
Appraisers of Personal and Business Property,all_confirmed,41.67,0.14,3,moderate
"Arbitrators, Mediators, and Conciliators",all_confirmed,42.77,-4.41,3,moderate
"Architects, Except Landscape and Naval",all_confirmed,63.87,-3.24,3,moderate
Architectural and Civil Drafters,all_confirmed,45.47,-0.65,5,high
Architectural and Engineering Managers,all_confirmed,57.38,-3.33,3,moderate
"Architecture Teachers, Postsecondary",all_confirmed,77.55,-2.96,4,moderate
Archivists,all_confirmed,86.73,-1.39,5,high
"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",all_confirmed,76.37,-1.62,4,moderate
Art Directors,all_confirmed,62.54,-2.16,4,moderate
Art Therapists,all_confirmed,52.25,-3.40,3,moderate
"Art, Drama, and Music Teachers, Postsecondary",all_confirmed,72.25,-2.33,4,moderate
Astronomers,all_confirmed,72.49,-4.72,4,moderate
Athletes and Sports Competitors,all_confirmed,46.65,0.25,5,high
Athletic Trainers,all_confirmed,31.80,-1.72,3,moderate
Atmospheric and Space Scientists,all_confirmed,58.78,-3.21,4,moderate
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",all_confirmed,64.56,-3.71,5,high
Audio and Video Technicians,all_confirmed,24.21,-0.21,4,moderate
Audiologists,all_confirmed,21.24,-3.31,2,low
Audiovisual Equipment Installers and Repairers,all_confirmed,21.33,-0.51,3,moderate
Automotive Body and Related Repairers,all_confirmed,11.71,-0.02,3,moderate
Automotive Engineering Technicians,all_confirmed,49.03,-0.99,5,high
Automotive Engineers,all_confirmed,49.06,-4.37,3,moderate
Automotive Glass Installers and Repairers,all_confirmed,4.75,-0.12,3,moderate
Automotive Service Technicians and Mechanics,all_confirmed,18.91,-1.98,3,moderate
Automotive and Watercraft Service Attendants,all_confirmed,17.99,-0.49,4,moderate
Aviation Inspectors,all_confirmed,15.13,-3.29,2,low
Avionics Technicians,all_confirmed,29.42,-1.84,3,moderate
Baggage Porters and Bellhops,all_confirmed,28.74,-0.36,2,low
Bailiffs,all_confirmed,43.53,0.34,4,moderate
Bakers,all_confirmed,25.05,1.23,4,moderate
Barbers,all_confirmed,12.75,1.76,3,moderate
Baristas,all_confirmed,47.64,3.06,6,high
Bartenders,all_confirmed,28.74,1.83,5,high
Bicycle Repairers,all_confirmed,25.44,-0.73,2,low
Bill and Account Collectors,all_confirmed,71.85,0.82,7,high
Billing and Posting Clerks,all_confirmed,36.77,1.18,6,high
Biochemists and Biophysicists,all_confirmed,53.57,-5.62,4,moderate
Bioengineers and Biomedical Engineers,all_confirmed,40.11,-4.02,3,moderate
Biofuels Processing Technicians,all_confirmed,13.88,-1.49,2,low
Biofuels Production Managers,all_confirmed,4.10,-1.68,0,low
Biofuels/Biodiesel Technology and Product Development Managers,all_confirmed,22.85,-1.83,2,low
Bioinformatics Scientists,all_confirmed,72.19,-3.94,4,moderate
Bioinformatics Technicians,all_confirmed,87.67,-2.99,4,moderate
"Biological Science Teachers, Postsecondary",all_confirmed,74.81,-3.34,4,moderate
Biological Technicians,all_confirmed,50.27,-0.85,6,high
Biologists,all_confirmed,58.37,-3.14,4,moderate
Biomass Plant Technicians,all_confirmed,8.87,0.17,2,low
Biomass Power Plant Managers,all_confirmed,18.11,-2.29,0,low
Biostatisticians,all_confirmed,59.69,-3.63,4,moderate
Blockchain Engineers,all_confirmed,48.02,,2,low
Boilermakers,all_confirmed,15.52,-0.85,3,moderate
"Bookkeeping, Accounting, and Auditing Clerks",all_confirmed,69.59,1.01,7,high
Brickmasons and Blockmasons,all_confirmed,18.68,-0.60,2,low
Bridge and Lock Tenders,all_confirmed,0.00,0.71,3,moderate
Broadcast Announcers and Radio Disc Jockeys,all_confirmed,42.82,-1.87,3,moderate
Broadcast Technicians,all_confirmed,32.93,-0.87,6,high
Brokerage Clerks,all_confirmed,71.34,0.73,7,high
Brownfield Redevelopment Specialists and Site Managers,all_confirmed,15.93,-2.23,2,low
Budget Analysts,all_confirmed,53.93,-1.18,4,moderate
"Bus Drivers, School",all_confirmed,14.64,-0.41,3,moderate
"Bus Drivers, Transit and Intercity",all_confirmed,22.47,-1.37,2,low
Bus and Truck Mechanics and Diesel Engine Specialists,all_confirmed,28.48,-2.17,1,low
Business Continuity Planners,all_confirmed,56.03,-2.56,4,moderate
Business Intelligence Analysts,all_confirmed,92.34,-1.29,4,moderate
"Business Teachers, Postsecondary",all_confirmed,80.38,-3.03,4,moderate
Butchers and Meat Cutters,all_confirmed,40.59,0.76,4,moderate
"Buyers and Purchasing Agents, Farm Products",all_confirmed,42.88,-0.37,4,moderate
Cabinetmakers and Bench Carpenters,all_confirmed,23.19,-1.81,2,low
Calibration Technologists and Technicians,all_confirmed,33.22,,3,moderate
"Camera Operators, Television, Video, and Film",all_confirmed,27.63,-0.14,4,moderate
Camera and Photographic Equipment Repairers,all_confirmed,34.18,-0.74,5,high
"Captains, Mates, and Pilots of Water Vessels",all_confirmed,20.14,-1.61,2,low
Cardiologists,all_confirmed,21.34,,1,low
Cardiovascular Technologists and Technicians,all_confirmed,27.72,-0.40,4,moderate
"Career/Technical Education Teachers, Middle School",all_confirmed,58.59,-0.85,5,high
"Career/Technical Education Teachers, Postsecondary",all_confirmed,32.38,-0.85,4,moderate
"Career/Technical Education Teachers, Secondary School",all_confirmed,53.33,-1.81,4,moderate
Cargo and Freight Agents,all_confirmed,51.94,1.07,6,high
Carpenters,all_confirmed,10.71,-1.02,2,low
Carpet Installers,all_confirmed,15.76,-0.03,3,moderate
Cartographers and Photogrammetrists,all_confirmed,39.70,-0.97,4,moderate
Cashiers,all_confirmed,46.94,3.56,6,high
Cement Masons and Concrete Finishers,all_confirmed,16.12,0.81,3,moderate
Chefs and Head Cooks,all_confirmed,44.75,-1.53,5,high
Chemical Engineers,all_confirmed,45.78,-4.80,3,moderate
Chemical Equipment Operators and Tenders,all_confirmed,22.80,-1.25,3,moderate
Chemical Plant and System Operators,all_confirmed,17.22,-1.20,2,low
Chemical Technicians,all_confirmed,52.62,-0.20,5,high
"Chemistry Teachers, Postsecondary",all_confirmed,65.95,-3.70,4,moderate
Chemists,all_confirmed,59.71,-2.70,3,moderate
Chief Executives,all_confirmed,50.67,-5.13,4,moderate
Chief Sustainability Officers,all_confirmed,32.17,-2.21,2,low
"Child, Family, and School Social Workers",all_confirmed,40.05,-2.62,3,moderate
Childcare Workers,all_confirmed,38.68,2.89,6,high
Chiropractors,all_confirmed,36.39,-1.94,4,moderate
Choreographers,all_confirmed,52.52,-1.19,4,moderate
Civil Engineering Technologists and Technicians,all_confirmed,32.67,-1.02,5,high
Civil Engineers,all_confirmed,33.59,-4.05,3,moderate
"Claims Adjusters, Examiners, and Investigators",all_confirmed,33.75,-1.69,3,moderate
Cleaners of Vehicles and Equipment,all_confirmed,4.91,0.19,3,moderate
"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",all_confirmed,11.82,-1.44,2,low
Clergy,all_confirmed,72.16,-3.44,3,moderate
Climate Change Policy Analysts,all_confirmed,43.62,-1.43,3,moderate
Clinical Data Managers,all_confirmed,58.62,-0.95,5,high
Clinical Neuropsychologists,all_confirmed,18.17,-4.79,1,low
Clinical Nurse Specialists,all_confirmed,47.25,-3.67,4,moderate
Clinical Research Coordinators,all_confirmed,46.49,-1.46,4,moderate
Clinical and Counseling Psychologists,all_confirmed,28.86,-5.07,2,low
Coaches and Scouts,all_confirmed,55.07,-2.13,5,high
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",all_confirmed,14.37,-3.15,2,low
"Coil Winders, Tapers, and Finishers",all_confirmed,16.19,-0.32,3,moderate
"Coin, Vending, and Amusement Machine Servicers and Repairers",all_confirmed,9.65,-0.75,3,moderate
Commercial Divers,all_confirmed,23.55,-1.68,2,low
Commercial Pilots,all_confirmed,26.52,-3.14,3,moderate
Commercial and Industrial Designers,all_confirmed,58.71,-2.47,3,moderate
"Communications Teachers, Postsecondary",all_confirmed,78.83,-2.21,4,moderate
Community Health Workers,all_confirmed,41.39,-1.45,4,moderate
Compensation and Benefits Managers,all_confirmed,55.61,-1.62,4,moderate
"Compensation, Benefits, and Job Analysis Specialists",all_confirmed,33.65,-0.77,6,high
Compliance Managers,all_confirmed,55.62,-2.77,4,moderate
Compliance Officers,all_confirmed,31.35,-0.59,2,low
Computer Hardware Engineers,all_confirmed,54.59,-3.68,4,moderate
Computer Network Architects,all_confirmed,71.56,-1.69,4,moderate
Computer Network Support Specialists,all_confirmed,81.36,-0.86,5,high
Computer Numerically Controlled Tool Operators,all_confirmed,33.16,-1.40,4,moderate
Computer Numerically Controlled Tool Programmers,all_confirmed,53.08,-0.68,5,high
Computer Programmers,all_confirmed,78.84,-0.49,5,high
"Computer Science Teachers, Postsecondary",all_confirmed,79.16,-2.67,4,moderate
Computer Systems Analysts,all_confirmed,70.69,-1.78,4,moderate
Computer Systems Engineers/Architects,all_confirmed,61.79,-2.23,5,high
Computer User Support Specialists,all_confirmed,81.76,-1.22,5,high
Computer and Information Research Scientists,all_confirmed,75.93,-3.04,4,moderate
Computer and Information Systems Managers,all_confirmed,77.59,-1.66,4,moderate
"Computer, Automated Teller, and Office Machine Repairers",all_confirmed,48.83,-0.13,6,high
Concierges,all_confirmed,65.83,-0.33,5,high
Conservation Scientists,all_confirmed,14.57,-0.61,4,moderate
Construction Laborers,all_confirmed,11.96,-2.28,3,moderate
Construction Managers,all_confirmed,42.49,-3.41,3,moderate
Construction and Building Inspectors,all_confirmed,24.32,-0.90,4,moderate
Continuous Mining Machine Operators,all_confirmed,7.01,-2.30,1,low
"Control and Valve Installers and Repairers, Except Mechanical Door",all_confirmed,24.17,-0.48,3,moderate
Conveyor Operators and Tenders,all_confirmed,20.08,-0.32,4,moderate
"Cooks, Fast Food",all_confirmed,40.84,2.76,4,moderate
"Cooks, Institution and Cafeteria",all_confirmed,16.33,1.01,3,moderate
"Cooks, Private Household",all_confirmed,41.42,0.97,4,moderate
"Cooks, Restaurant",all_confirmed,46.27,1.67,5,high
"Cooks, Short Order",all_confirmed,49.64,1.50,5,high
Cooling and Freezing Equipment Operators and Tenders,all_confirmed,24.18,0.26,3,moderate
Coroners,all_confirmed,32.08,-2.30,3,moderate
Correctional Officers and Jailers,all_confirmed,18.03,-0.69,2,low
Correspondence Clerks,all_confirmed,50.43,-0.08,5,high
Cost Estimators,all_confirmed,56.37,-1.08,4,moderate
Costume Attendants,all_confirmed,30.36,2.41,5,high
Counter and Rental Clerks,all_confirmed,70.76,1.99,6,high
Couriers and Messengers,all_confirmed,33.87,2.01,5,high
Court Reporters and Simultaneous Captioners,all_confirmed,19.41,-0.79,5,high
"Court, Municipal, and License Clerks",all_confirmed,40.28,-0.43,5,high
Craft Artists,all_confirmed,65.47,1.50,5,high
Crane and Tower Operators,all_confirmed,15.25,-1.09,2,low
Credit Analysts,all_confirmed,54.05,-1.52,4,moderate
"Credit Authorizers, Checkers, and Clerks",all_confirmed,35.11,1.23,5,high
Credit Counselors,all_confirmed,57.22,-0.40,6,high
Crematory Operators,all_confirmed,15.67,,2,low
"Criminal Justice and Law Enforcement Teachers, Postsecondary",all_confirmed,71.01,-3.12,4,moderate
Critical Care Nurses,all_confirmed,24.02,-2.91,2,low
Crossing Guards and Flaggers,all_confirmed,25.46,3.12,4,moderate
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",all_confirmed,18.72,-0.05,4,moderate
Curators,all_confirmed,84.17,-1.63,4,moderate
Customer Service Representatives,all_confirmed,84.08,0.72,7,high
